Judul,Harga_Rupiah,Provinsi,Kota,Kecamatan,Kamar_Tidur,Kamar_Mandi,Luas_Tanah_m2,Luas_Bangunan_m2,Daya_Listrik_Watt,Jumlah_Lantai,Tipe_Properti
Dijual Rumah Strategis Bagus Punya 5 KT di Wanea Manado SHM,1800000000,Sulawesi Utara,Manado,Wanea,5,2,315.0,145.0,0.0,1.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Malalayang, Manado",3500000000,Sulawesi Utara,Manado,Malalayang,4,3,627.0,317.0,0.0,1.0,secondary
"Rumah Strategis Minimalis Lb 290m2 di Malalayang, Manado",950000000,Sulawesi Utara,Manado,Malalayang,4,2,300.0,290.0,2200.0,2.0,secondary
Rumah Modern Cantik 7 KT Bisa Langsung Pindah di Malalayang,2500000000,Sulawesi Utara,Manado,Malalayang,7,5,1148.0,395.0,0.0,1.0,secondary
Rumah Modern Minimalis 3 KT Siap Huni di Tikala,850000000,Sulawesi Utara,Manado,Tikala,3,2,200.0,70.0,2200.0,1.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Tuminting,1000000000,Sulawesi Utara,Manado,Tuminting,3,2,280.0,150.0,0.0,1.0,secondary
Rumah Minimalis Favorit Siap Huni di Malalayang LT 120m2,350000000,Sulawesi Utara,Manado,Malalayang,2,1,120.0,36.0,0.0,1.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Malalayang Dekat ke Mana Saja,40000000000,Sulawesi Utara,Manado,Malalayang,3,3,5000.0,1500.0,0.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Malalayang, Manado",40000000000,Sulawesi Utara,Manado,Malalayang,3,3,5000.0,1500.0,5500.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 276m2 di Wanea, Manado",1800000000,Sulawesi Utara,Manado,Wanea,5,3,584.0,276.0,2200.0,1.0,secondary
Siap Huni Rumah Minimalis & Modern LB 36m2 di Perkamil,120000000,Sulawesi Utara,Manado,,2,2,105.0,36.0,0.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 70m2 di Mapanget, Manado",759000000,Sulawesi Utara,Manado,Mapanget,2,2,120.0,70.0,0.0,2.0,secondary
"Hunian Cantik Minimalis Lb 153m2 di Mapanget, Manado",1100000000,Sulawesi Utara,Manado,Mapanget,3,3,245.0,153.0,0.0,1.0,secondary
"Best Deal Hunian Mewah Ideal dan Luas di Tuminting, Manado",2600000000,Sulawesi Utara,Manado,Tuminting,4,3,130.0,130.0,4400.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 200m2 di Mapanget, Manado",2480000000,Sulawesi Utara,Manado,Mapanget,2,2,175.0,200.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Mapanget Manado SHM,1850000000,Sulawesi Utara,Manado,Mapanget,3,3,200.0,150.0,3500.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Mapanget Manado SHM,900000000,Sulawesi Utara,Manado,Mapanget,3,2,200.0,90.0,0.0,1.0,secondary
"Hunian Cantik Minimalis Lb 150m2 di Wenang, Manado",600000000,Sulawesi Utara,Manado,Wenang,5,2,147.0,150.0,0.0,2.0,secondary
Jual Rumah Murah di Mapanget Manado Harga Rp 500 Juta LT 600m2,500000000,Sulawesi Utara,Manado,Mapanget,2,2,600.0,80.0,0.0,1.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 194m2 di Malalayang, Manado",1100000000,Sulawesi Utara,Manado,Malalayang,3,4,211.0,194.0,2200.0,2.0,secondary
Dijual Rumah 5 Kamar Lokasi Strategis Bagus dan Strategis di Wanea,900000000,Sulawesi Utara,Manado,Wanea,5,2,348.0,200.0,0.0,1.0,secondary
Dijual Rumah Murah di Mapanget Manado Harga Rp 450 Juta LT 210m2,450000000,Sulawesi Utara,Manado,Mapanget,3,1,210.0,210.0,450.0,1.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Tikala, Manado",5500000000,Sulawesi Utara,Manado,Tikala,5,4,340.0,466.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Mapanget Manado -,1600000000,Sulawesi Utara,Manado,Mapanget,4,3,150.0,175.0,3300.0,2.0,secondary
Rumah Budget Terbaik Dijual di Mapanget LT 120m2,350000000,Sulawesi Utara,Manado,Mapanget,4,2,120.0,70.0,0.0,1.0,secondary
Rumah Holland village harga murah,900000000,Sulawesi Utara,Manado,Mapanget,3,2,120.0,90.0,2200.0,2.0,secondary
Jual Rumah Murah Meriah Mapanget Punya 3 KT & LT 135m2,6990000,Sulawesi Utara,Manado,Mapanget,3,2,135.0,125.0,2200.0,1.0,secondary
Jual Rumah Harga Miring Mapanget Punya 2 KT & LT 85m2,30000000,Sulawesi Utara,Manado,Mapanget,2,1,85.0,36.0,0.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Sungai Kunjang,795000000,Kalimantan Timur,Samarinda,Sungai Kunjang,3,2,97.0,70.0,0.0,1.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Sungai Kunjang,800000000,Kalimantan Timur,Samarinda,Sungai Kunjang,3,1,112.0,67.0,0.0,1.0,secondary
Bukit Mediterania Samarinda,2200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,0,,,,,
"Dijual Cepat Rumah Bagus Siap Huni LB 288m2 di Samarinda Ulu, Samarinda",800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,200.0,288.0,900.0,3.0,secondary
Siap Huni Rumah Mewah 2 Kamar di Samarinda Utara Dekat ke Mana Pun,4900000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,200.0,513.0,1300.0,3.0,secondary
"Hunian Cantik Modern Lb 200m2 di Sungai Kunjang, Samarinda",975000000,Kalimantan Timur,Samarinda,Sungai Kunjang,6,2,270.0,200.0,0.0,1.0,secondary
"Hunian Mewah Dijual LT 405m2 di Samarinda Kota, Samarinda",10000000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,6,405.0,400.0,0.0,2.0,secondary
Rumah Modern 6 KT LT 270m2 di Samarinda Kunjang,975000000,Kalimantan Timur,Samarinda,,6,2,270.0,200.0,0.0,1.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Samarinda Ulu, Samarinda",3500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,3,2,317.0,150.0,3500.0,2.0,secondary
Dijual Rumah Minimalis Bagus Punya 3 KT di Samarinda Utara Samarinda SHM,2000000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,2,140.0,90.0,2200.0,2.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Sungai Kunjang,1500000000,Kalimantan Timur,Samarinda,Sungai Kunjang,5,2,248.0,150.0,2200.0,1.0,secondary
Rumah Modern Cantik 2 KT Siap Huni di Samarinda Seberang,625000000,Kalimantan Timur,Samarinda,Samarinda Seberang,2,1,108.0,36.0,0.0,1.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Sungai Pinang, Samarinda",4000000000,Kalimantan Timur,Samarinda,Sungai Pinang,5,5,180.0,450.0,4400.0,3.0,secondary
"For Sale Rumah Elit Exclusive di Samarinda Ilir, Samarinda",3000000000,Kalimantan Timur,Samarinda,Samarinda Ilir,5,4,299.0,400.0,3300.0,2.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Samarinda Utara, Samarinda",3700000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,3,285.0,450.0,5500.0,2.0,secondary
Dijual Cepat Rumah Minimalis & Modern LB 75m2 di Samarinda Kunjang,480000000,Kalimantan Timur,Samarinda,,2,1,78.0,75.0,0.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 2 KT di Sungai Pinang Samarinda SHM,1600000000,Kalimantan Timur,Samarinda,Sungai Pinang,2,2,105.0,140.0,2200.0,1.0,secondary
Rumah Modern Cantik 5 KT Bisa Langsung Pindah di Samarinda Utara,1300000000,Kalimantan Timur,Samarinda,Samarinda Utara,5,3,298.0,200.0,2200.0,0.0,secondary
"Jual Rumah Favorit Siap Huni LB 241m2 di Samarinda Utara, Samarinda",1500000000,Kalimantan Timur,Samarinda,Samarinda Utara,8,3,250.0,241.0,2200.0,0.0,secondary
"Hunian Cantik Modern Lb 200m2 di Loa Janan Ilir, Samarinda",2000000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,6,5,529.0,200.0,3500.0,1.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Lengkap di Samarinda Ulu, Samarinda",10000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,3,405.0,350.0,3500.0,1.0,secondary
"Dijual Rumah Elit Exclusive di Samarinda Ulu, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,4,225.0,225.0,3500.0,1.0,secondary
"Rumah Mewah Siap Huni LT 400m2 di Samarinda Ulu, Samarinda",6000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,3,400.0,300.0,4400.0,0.0,secondary
"Jual Rumah Bagus Siap Huni LB 165m2 di Loa Janan Ilir, Samarinda",1250000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,3,3,120.0,165.0,0.0,2.0,secondary
"Rumah Strategis Minimalis Lb 60m2 di Loa Janan Ilir, Samarinda",900000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,2,180.0,60.0,1300.0,0.0,secondary
"Rumah Eksklusif Siap Huni LT 405m2 di Samarinda Kota, Samarinda",7500000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,3,405.0,400.0,5500.0,1.0,secondary
Rumah Modern Cantik 4 KT Bisa Langsung Pindah di Sambutan,900000000,Kalimantan Timur,Samarinda,Sambutan,4,2,225.0,250.0,1300.0,0.0,secondary
"Rumah Mewah Siap Huni LT 885m2 di Samarinda Seberang, Samarinda",4500000000,Kalimantan Timur,Samarinda,Samarinda Seberang,7,6,885.0,329.0,2200.0,0.0,secondary
Siap Huni Rumah Mewah 6 Kamar di Sambutan Dekat ke Mana Saja,3000000000,Kalimantan Timur,Samarinda,Sambutan,6,4,412.0,380.0,2200.0,0.0,secondary
Dijual Rumah Strategis Bagus Punya 2 KT di Loa Janan Ilir Samarinda SHM,600000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,1,90.0,36.0,1300.0,0.0,secondary
Rumah Modern Minimalis 2 KT Siap Huni di Samarinda Seberang,750000000,Kalimantan Timur,Samarinda,Samarinda Seberang,2,1,120.0,90.0,1300.0,0.0,secondary
For Sale Rumah 5 Kamar Lokasi Strategis Nyaman dan Strategis di Loa Janan Ilir,1850000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,5,3,200.0,210.0,2200.0,0.0,secondary
"Dijual Rumah Elit Exclusive di Loa Janan Ilir, Samarinda",8000000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,6,6,1075.0,800.0,2200.0,2.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Kota, Samarinda",5200000000,Kalimantan Timur,Samarinda,Samarinda Kota,4,4,300.0,500.0,5500.0,2.0,secondary
Dijual Rumah 1 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Kota,698000000,Kalimantan Timur,Samarinda,Samarinda Kota,1,1,90.0,60.0,2200.0,0.0,secondary
Siap Huni Hunian Elit 5 Kamar di Sungai Pinang Dekat ke Mana Pun,2800000000,Kalimantan Timur,Samarinda,Sungai Pinang,5,3,196.0,190.0,2200.0,0.0,secondary
"Dijual Rumah Elit Exclusive di Samarinda Ulu, Samarinda",3500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,240.0,300.0,3500.0,0.0,secondary
Jual Rumah Minimalis Bagus Punya 5 KT di Loa Janan Ilir Samarinda SHM,1100000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,5,3,266.0,100.0,0.0,1.0,secondary
"Jual Rumah Favorit Siap Huni LB 480m2 di Samarinda Utara, Samarinda",1700000000,Kalimantan Timur,Samarinda,Samarinda Utara,6,3,160.0,480.0,2200.0,0.0,secondary
"Rumah Mewah Siap Huni LT 314m2 di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,5,314.0,360.0,4400.0,0.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Loa Janan Ilir, Samarinda",4500000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,5,3,885.0,329.0,2200.0,0.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Kota, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,391.0,285.0,3500.0,1.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",3200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,267.0,109.0,5500.0,1.0,secondary
"For Sale Rumah Elit Exclusive di Samarinda Utara, Samarinda",3900000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,4,285.0,400.0,0.0,2.0,secondary
"Hot Offer Hunian Premium Ideal dan Luas di Samarinda Ulu, Samarinda",3250000000,Kalimantan Timur,Samarinda,Samarinda Ulu,6,4,268.0,561.0,0.0,2.0,secondary
"Dijual Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",10000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,6,5,350.0,250.0,0.0,1.0,secondary
"Rumah Eksklusif Dijual LT 272m2 di Samarinda Ulu, Samarinda",3900000000,Kalimantan Timur,Samarinda,Samarinda Ulu,3,3,272.0,240.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 4 KT di Samarinda Ulu Samarinda SHM,1600000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,2,171.0,171.0,0.0,1.0,secondary
"Dijual Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",4500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,240.0,191.0,0.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Kota, Samarinda",9500000000,Kalimantan Timur,Samarinda,Samarinda Kota,7,6,405.0,400.0,0.0,2.0,secondary
Jual Rumah Siap Huni di Loa Janan Ilir Samarinda Harga Rp 450 Juta LT 90m2,450000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,1,90.0,29.0,0.0,0.0,secondary
Rumah Modern Minimalis 6 Kamar Siap Huni di Samarinda Ulu,1000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,6,3,155.0,174.0,0.0,1.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Utara, Samarinda",4000000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,5,400.0,200.0,0.0,1.0,secondary
Siap Huni Rumah Mewah 3 Kamar di Samarinda Kota Dekat ke Mana Pun,8000000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,400.0,200.0,2200.0,2.0,secondary
Siap Huni Rumah Mewah 2 Kamar di Samarinda Utara Dekat ke Mana Pun,4900000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,200.0,513.0,1300.0,3.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 288m2 di Samarinda Ulu, Samarinda",800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,200.0,288.0,900.0,3.0,secondary
Jual Rumah Strategis Bagus Punya 3 KT di Samarinda Utara Samarinda SHM,980000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,2,144.0,70.0,0.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 90m2 di Samarinda Kota, Samarinda",560000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,38.0,90.0,2200.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Samarinda Kota, Samarinda",3400000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,300.0,600.0,5500.0,2.0,secondary
Siap Huni Rumah Mewah 5 Kamar di Samarinda Kota Dekat ke Mana Pun,3650000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,330.0,290.0,5500.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Samarinda Kota,900000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,135.0,100.0,3500.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Ideal Nyaman dan Strategis di Sungai Pinang,1700000000,Kalimantan Timur,Samarinda,Sungai Pinang,3,2,128.0,120.0,0.0,2.0,secondary
Rumah Modern Cantik 3 KT Bisa Langsung Pindah di Sungai Pinang,1700000000,Kalimantan Timur,Samarinda,Sungai Pinang,3,2,128.0,120.0,0.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Utara, Samarinda",4000000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,5,400.0,200.0,0.0,1.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Kota, Samarinda",8000000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,400.0,200.0,2200.0,2.0,secondary
"Jual Rumah Favorit Siap Huni LB 150m2 di Loa Janan Ilir, Samarinda",1400000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,4,4,239.0,150.0,0.0,1.0,secondary
Rumah Modern Cantik 3 KT Siap Huni di Samarinda Utara,980000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,2,144.0,70.0,0.0,2.0,secondary
"Jual Rumah Bagus Siap Huni LB 90m2 di Samarinda Kota, Samarinda",560000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,38.0,90.0,2200.0,0.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Samarinda Kota, Samarinda",3400000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,3,300.0,600.0,5500.0,2.0,secondary
Siap Huni Rumah Mewah 5 Kamar di Samarinda Kota Dekat ke Mana Pun,3650000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,330.0,290.0,5500.0,2.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Nyaman dan Strategis di Samarinda Kota,900000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,135.0,100.0,3500.0,1.0,secondary
"Jual Rumah Modern 4 KT di Samarinda Kunjang, Samarinda",1100000000,Kalimantan Timur,Samarinda,,4,3,200.0,150.0,0.0,1.0,secondary
"Rumah Strategis Modern Lb 250m2 di Samarinda Utara, Samarinda",1600000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,3,155.0,250.0,0.0,2.0,secondary
Rumah Modern Cantik 2 Kamar Siap Huni di Samarinda Utara,675000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,422.0,36.0,1300.0,1.0,secondary
"Dijual Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,6,5,690.0,273.0,0.0,0.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Samarinda Ulu, Samarinda",17000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,8,9,1344.0,700.0,0.0,2.0,secondary
"Dijual Cepat Rumah Bagus Siap Huni LB 50m2 di Samarinda Ulu, Samarinda",1200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,323.0,50.0,0.0,1.0,secondary
"Jual Rumah Bagus Siap Huni LB 50m2 di Samarinda Ulu, Samarinda",1200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,2,1,323.0,50.0,0.0,1.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,2,159.0,200.0,0.0,2.0,secondary
"Best Deal Hunian Premium Ideal dan Luas di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,2,159.0,200.0,0.0,2.0,secondary
"For Sale Rumah Elit Exclusive di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,2,159.0,200.0,0.0,2.0,secondary
"For Sale Rumah Mewah Exclusive di Samarinda Ulu, Samarinda",5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,2,159.0,200.0,0.0,2.0,secondary
Siap Huni Rumah Mewah 0 Kamar di Samarinda Ulu Dekat ke Mana Saja,5000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,0,2,159.0,200.0,0.0,2.0,secondary
Rumah Modern Cantik 2 Kamar Bisa Langsung Pindah di Samarinda Kota,600000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,180.0,45.0,0.0,1.0,secondary
"Rumah Strategis Minimalis Lb 45m2 di Samarinda Kota, Samarinda",600000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,180.0,45.0,0.0,1.0,secondary
"Hunian Mewah Siap Huni LT 513m2 di Samarinda Ilir, Samarinda",3750000000,Kalimantan Timur,Samarinda,Samarinda Ilir,11,7,513.0,500.0,4400.0,3.0,secondary
"Rumah Strategis Modern Lb 280m2 di Samarinda Ulu, Samarinda",2500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,5,150.0,280.0,0.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 20m2 di Sungai Pinang, Samarinda",1500000000,Kalimantan Timur,Samarinda,Sungai Pinang,6,3,30.0,20.0,0.0,2.0,secondary
Siap Huni Hunian Elit 7 Kamar di Samarinda Utara Dekat ke Mana Pun,7000000000,Kalimantan Timur,Samarinda,Samarinda Utara,7,6,804.0,500.0,8000.0,2.0,secondary
Jual Rumah Murah di Samarinda Seberang Samarinda Harga Rp 300 Juta LT 135m2,300000000,Kalimantan Timur,Samarinda,Samarinda Seberang,0,1,135.0,28.0,0.0,1.0,secondary
"Hunian Murah Dijual di Samarinda Utara, Samarinda Harga Rp 325 Juta",325000000,Kalimantan Timur,Samarinda,Samarinda Utara,2,1,202.0,29.0,900.0,1.0,secondary
"Rumah Mewah Siap Huni LT 690m2 di Samarinda Ulu, Samarinda",5500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,6,5,690.0,273.0,0.0,0.0,secondary
For Sale Rumah 4 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Ulu,2300000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,6,163.0,250.0,4400.0,2.0,secondary
"Hunian Mewah Siap Huni LT 269m2 di Samarinda Ulu, Samarinda",4500000000,Kalimantan Timur,Samarinda,Samarinda Ulu,3,3,269.0,350.0,0.0,0.0,secondary
Rumah Sederhana Dijual di Samarinda Kota 2 Kamar dengan LT 90m2,495000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,90.0,47.0,0.0,1.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Samarinda Ulu, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
"Hot Offer Hunian Mewah Ideal dan Luas di Samarinda Kota, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,135.0,180.0,0.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Komplit di Samarinda Ulu, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,5,4,135.0,180.0,0.0,2.0,secondary
Siap Huni Rumah Mewah 4 Kamar di Samarinda Ulu Dekat ke Mana Saja,2800000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,0.0,2.0,secondary
"Dijual Rumah Premium dengan Fasilitas Sekitar Lengkap di Samarinda Kota, Samarinda",2800000000,Kalimantan Timur,Samarinda,Samarinda Kota,5,4,135.0,180.0,5500.0,2.0,secondary
"Rumah Strategis Modern Lb 180m2 di Samarinda Ulu, Samarinda",2000000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
Rumah Modern Minimalis 4 Kamar Bisa Langsung Pindah di Samarinda Ulu,2400000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,135.0,180.0,5500.0,2.0,secondary
"Best Deal Hunian Mewah Ideal dan Luas di Samarinda Ulu, Samarinda",3750000000,Kalimantan Timur,Samarinda,Samarinda Ulu,11,7,513.0,500.0,4400.0,3.0,secondary
Dijual Rumah 4 Kamar Lokasi Ideal Nyaman dan Strategis di Samarinda Ulu,2200000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,2,254.0,200.0,0.0,2.0,secondary
"Dijual Cepat Rumah Favorit Siap Huni LB 150m2 di Samarinda Ulu, Samarinda",1700000000,Kalimantan Timur,Samarinda,Samarinda Ulu,4,3,140.0,150.0,0.0,1.0,secondary
Dijual Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Sungai Pinang,995000000,Kalimantan Timur,Samarinda,Sungai Pinang,3,2,150.0,70.0,0.0,1.0,secondary
For Sale Rumah 3 Kamar Lokasi Strategis Bagus dan Strategis di Samarinda Kota,700000000,Kalimantan Timur,Samarinda,Samarinda Kota,3,2,100.0,100.0,2200.0,1.0,secondary
For Sale Rumah 4 Kamar Lokasi Strategis Nyaman dan Strategis di Samarinda Kota,1400000000,Kalimantan Timur,Samarinda,Samarinda Kota,4,2,150.0,150.0,0.0,2.0,secondary
Rumah Minimalis Dijual Lokasi Samarinda Kota 2 Kamar dengan Luas Tanah 98m2,182000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,98.0,32.0,0.0,1.0,secondary
Rumah Budget Terbaik Siap Huni Area Samarinda Kota LT 50m2,380000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,50.0,45.0,0.0,1.0,secondary
Hunian Nyaman Asri 3 KT Siap Pakai di Samarinda Kunjang Samarinda,785000000,Kalimantan Timur,Samarinda,,3,2,250.0,85.0,2200.0,1.0,secondary
"Rumah Strategis Minimalis Lb 231m2 di Samarinda Utara, Samarinda",1500000000,Kalimantan Timur,Samarinda,Samarinda Utara,5,3,2602.0,231.0,2200.0,1.0,secondary
Jual Rumah Siap Huni di Sambutan Samarinda Harga Rp 345 Juta LT 144m2,345000000,Kalimantan Timur,Samarinda,Sambutan,2,1,144.0,45.0,0.0,1.0,secondary
Dijual Rumah 9 Kamar Lokasi Ideal Bagus dan Strategis di Samarinda Seberang,1750000000,Kalimantan Timur,Samarinda,Samarinda Seberang,9,3,275.0,190.0,0.0,2.0,secondary
Dijual Rumah Strategis Bagus Punya 3 KT di Samarinda Utara Samarinda SHM,1600000000,Kalimantan Timur,Samarinda,Samarinda Utara,3,2,120.0,96.0,0.0,2.0,secondary
Rumah Budget Favorit Dijual di Samarinda Kota LT 100m2,450000000,Kalimantan Timur,Samarinda,Samarinda Kota,2,1,100.0,70.0,0.0,1.0,secondary
"Dijual Hunian Mewah dengan Fasilitas Sekitar Komplit di Samarinda Utara, Samarinda",2700000000,Kalimantan Timur,Samarinda,Samarinda Utara,4,2,465.0,465.0,2200.0,1.0,secondary
Dijual Rumah 2 Kamar Lokasi Ideal Nyaman dan Strategis di Loa Janan Ilir,1200000000,Kalimantan Timur,Samarinda,Loa Janan Ilir,2,1,194.0,46.0,0.0,1.0,secondary
Jual Rumah Minimalis Bagus Punya 8 KT di Samarinda Utara Samarinda SHM,1500000000,Kalimantan Timur,Samarinda,Samarinda Utara,8,3,225.0,450.0,0.0,2.0,secondary
"For Sale Hunian Rumah Terawat 5 Kamar di Samarinda Kunjang, Samarinda",950000000,Kalimantan Timur,Samarinda,,5,4,120.0,240.0,0.0,2.0,secondary
Jual Rumah Strategis Bagus Punya 5 KT di Sungai Pinang Samarinda -,2500000000,Kalimantan Timur,Samarinda,Sungai Pinang,5,4,300.0,300.0,0.0,3.0,secondary
